temperature,humidity,heat_index,wbgt,vulnerability,population,synthetic_mortality_event,synthetic_hospitalization_event,label_source
38.8,47.2,39.376,38.76990175405973,55.6,15734,1,1,synthetic_demo
40.7,50.3,41.524,42.149726266559746,57.9,15781,1,1,synthetic_demo
42.6,53.4,43.672000000000004,45.850495937741485,60.2,15828,1,1,synthetic_demo
44.5,56.5,45.82,49.90786304952633,62.5,15875,1,1,synthetic_demo
29.4,59.6,30.968,30.211293275282156,64.8,15922,1,1,synthetic_demo
31.3,62.7,33.116,32.94782246060444,67.1,15969,1,1,synthetic_demo
33.2,65.8,35.264,35.91869701240084,69.4,16016,1,1,synthetic_demo
35.1,68.9,37.412,39.150978699590375,71.7,16063,1,1,synthetic_demo
37,72,39.56,42.6742165922684,74,16110,1,1,synthetic_demo
38.9,75.1,41.708,46.52061729792153,76.3,16157,1,1,synthetic_demo
40.8,78.2,43.855999999999995,50.725222440222986,78.6,16204,1,1,synthetic_demo
42.7,81.3,46.004000000000005,55.3260934269553,80.9,16251,1,1,synthetic_demo
44.6,84.4,48.152,60.36450354111574,83.2,16298,1,1,synthetic_demo
29.5,87.5,33.3,34.84407240783453,85.5,16345,1,1,synthetic_demo
31.4,90.6,35.448,38.1079312793089,87.8,16392,1,1,synthetic_demo
33.3,93.7,37.596,41.658149073062305,90.1,16439,1,1,synthetic_demo
35.2,35.8,35.2,31.897042138887432,92.4,16486,1,1,synthetic_demo
37.1,38.9,37.1,34.62082180089661,94.7,16533,1,1,synthetic_demo
39,42,39.16,37.593119210113635,17,16580,1,1,synthetic_demo
40.9,45.1,41.308,40.84325954533099,19.3,16627,1,1,synthetic_demo
42.8,48.2,43.455999999999996,44.403254216806744,21.6,16674,1,1,synthetic_demo
44.7,51.3,45.604,48.30798059016655,23.9,16721,1,1,synthetic_demo
29.6,54.4,30.752000000000002,29.588473633424666,26.2,16768,0,1,synthetic_demo
31.5,57.5,32.9,32.24522020361188,28.5,16815,1,1,synthetic_demo
33.4,60.6,35.048,35.12891549926816,30.8,16862,1,1,synthetic_demo
35.3,63.7,37.196,38.2660559877058,33.1,16909,1,1,synthetic_demo
37.2,66.8,39.344,41.685592092935536,35.4,16956,1,1,synthetic_demo
39.1,69.9,41.492000000000004,45.41909712815212,37.7,17003,1,1,synthetic_demo
41,73,43.64,49.500943454975996,40,17050,1,1,synthetic_demo
42.9,76.1,45.788,53.968485917293606,42.3,17097,1,1,synthetic_demo
44.8,79.2,47.936,58.86225258508223,44.6,17144,1,1,synthetic_demo
29.7,82.3,33.083999999999996,34.2692378668715,46.9,17191,1,1,synthetic_demo
31.6,85.4,35.232,37.45808416167591,49.2,17238,1,1,synthetic_demo
33.5,88.5,37.38,40.926283567946804,51.5,17285,1,1,synthetic_demo
35.4,91.6,39.528,44.70458301691618,53.8,17332,1,1,synthetic_demo
37.3,94.7,41.675999999999995,48.82644824400796,56.1,17379,1,1,synthetic_demo
39.2,36.8,39.2,36.38680735632508,58.4,17426,1,1,synthetic_demo
41.1,39.9,41.1,39.504633233594845,60.7,17473,1,1,synthetic_demo
43,43,43.24,42.921030865885,63,17520,1,1,synthetic_demo
44.9,46.1,45.388,46.67009209050275,65.3,17567,1,1,synthetic_demo
29.8,49.2,30.536,28.947173831165326,67.6,17614,1,1,synthetic_demo
31.7,52.3,32.684,31.522355327393054,69.9,17661,1,1,synthetic_demo
33.6,55.4,34.832,34.31694702747524,72.2,17708,1,1,synthetic_demo
35.5,58.5,36.98,37.35687138406449,74.5,17755,1,1,synthetic_demo
37.4,61.6,39.128,40.670471109446154,76.8,17802,1,1,synthetic_demo
39.3,64.7,41.275999999999996,44.2886768002054,79.1,17849,1,1,synthetic_demo
41.2,67.8,43.424,48.24518177323188,81.4,17896,1,1,synthetic_demo
43.1,70.9,45.572,52.57662416220954,83.7,17943,1,1,synthetic_demo
28,74,30.72,30.808793484571023,86,17990,1,1,synthetic_demo
29.9,77.1,32.867999999999995,33.67635540513883,88.3,18037,1,1,synthetic_demo
31.8,80.2,35.016,36.78844238566556,90.6,18084,1,1,synthetic_demo
33.7,83.3,37.164,40.172737060814754,92.9,18131,1,1,synthetic_demo
35.6,86.4,39.312000000000005,43.85943708303549,15.2,18178,1,1,synthetic_demo
37.5,89.5,41.46,47.88142622893056,17.5,18225,1,1,synthetic_demo
39.4,92.6,43.608,52.27445277682506,19.8,18272,1,1,synthetic_demo
41.3,95.7,45.756,57.07731520346178,22.1,18319,1,1,synthetic_demo
43.2,37.8,43.2,41.40334097055985,24.4,18366,1,1,synthetic_demo
28.1,40.9,28.172,25.98391298351152,26.7,18413,0,1,synthetic_demo
30,44,30.32,28.287108099606083,29,18460,1,1,synthetic_demo
31.9,47.1,32.467999999999996,30.778918937367305,31.3,18507,1,1,synthetic_demo
33.8,50.2,34.616,33.48245813206542,33.6,18554,1,1,synthetic_demo
35.7,53.3,36.764,36.42306534909838,35.9,18601,1,1,synthetic_demo
37.6,56.4,38.912,39.62846646313271,38.2,18648,1,1,synthetic_demo
39.5,59.5,41.06,43.128939870933515,40.5,18695,1,1,synthetic_demo
41.4,62.6,43.208,46.95749000052079,42.8,18742,1,1,synthetic_demo
43.3,65.7,45.355999999999995,51.150028067114846,45.1,18789,1,1,synthetic_demo
28.2,68.8,30.503999999999998,30.26934926929526,47.4,18836,1,1,synthetic_demo
30.1,71.9,32.652,33.065142470607675,49.7,18883,1,1,synthetic_demo
32,75,34.8,36.09870048048169,52,18930,1,1,synthetic_demo
33.9,78.1,36.948,39.39717972617736,54.3,18977,1,1,synthetic_demo
35.8,81.2,39.096,42.990219903941195,56.6,19024,1,1,synthetic_demo
37.7,84.3,41.244,46.910113801919636,58.9,19071,1,1,synthetic_demo
39.6,87.4,43.392,51.191984376718054,61.2,19118,1,1,synthetic_demo
41.5,90.5,45.54,55.87396913277841,63.5,19165,1,1,synthetic_demo
43.4,93.6,47.687999999999995,60.997411841258916,65.8,19212,1,1,synthetic_demo
28.3,35.7,28.3,25.382723770074858,68.1,19259,1,1,synthetic_demo
30.2,38.8,30.2,27.6079874225009,70.4,19306,1,1,synthetic_demo
32.1,41.9,32.252,30.01459868610814,72.7,19353,1,1,synthetic_demo
34,45,34.4,32.62511168113719,75,19400,1,1,synthetic_demo
35.9,48.1,36.548,35.46427445348732,77.3,19447,1,1,synthetic_demo
37.8,51.2,38.696,38.55918685396363,79.6,19494,1,1,synthetic_demo
39.7,54.3,40.844,41.93946553532179,81.9,19541,1,1,synthetic_demo
41.6,57.4,42.992000000000004,45.63741613103727,84.2,19588,1,1,synthetic_demo
43.5,60.5,45.14,49.688212667586335,86.5,19635,1,1,synthetic_demo
28.4,63.6,30.288,29.71294748218932,88.8,19682,1,1,synthetic_demo
30.3,66.7,32.436,32.43531328237256,91.1,19729,1,1,synthetic_demo
32.2,69.8,34.584,35.38854954174743,93.4,19776,1,1,synthetic_demo
34.1,72.9,36.732,38.59927809166989,15.7,19823,1,1,synthetic_demo
36,76,38.88,42.09657193522057,18,19870,1,1,synthetic_demo
37.9,79.1,41.028,45.912123782199274,20.3,19917,1,1,synthetic_demo
39.8,82.2,43.175999999999995,50.080421820605665,22.6,19964,1,1,synthetic_demo
41.7,85.3,45.324000000000005,54.638932775036494,24.9,20011,1,1,synthetic_demo
43.6,88.4,47.472,59.62829228997988,27.2,20058,1,1,synthetic_demo
28.5,91.5,32.62,34.09270622516547,29.5,20105,1,1,synthetic_demo
30.4,94.6,34.768,37.31713528488794,31.8,20152,1,1,synthetic_demo
32.3,36.7,32.3,29.22907874515978,34.1,20199,0,1,synthetic_demo
34.2,39.8,34.2,31.744566846497715,36.4,20246,1,1,synthetic_demo
36.1,42.9,36.332,34.480131347636274,38.7,20293,1,1,synthetic_demo
38,46,38.48,37.46223682883199,41,20340,1,1,synthetic_demo
39.9,49.1,40.628,40.71982859357823,43.3,20387,1,1,synthetic_demo
41.8,52.2,42.775999999999996,44.28450351352126,45.6,20434,1,1,synthetic_demo
43.7,55.3,44.924,48.190688094030705,47.9,20481,1,1,synthetic_demo
28.6,58.4,30.072000000000003,29.13932102158608,50.2,20528,1,1,synthetic_demo
30.5,61.5,32.22,31.786578803686023,52.5,20575,1,1,synthetic_demo
32.4,64.6,34.367999999999995,34.657677203392666,54.8,20622,1,1,synthetic_demo
34.3,67.7,36.516,37.778695008777035,57.1,20669,1,1,synthetic_demo
36.2,70.8,38.664,41.17812973314035,59.4,20716,1,1,synthetic_demo
38.1,73.9,40.812000000000005,44.887064857694305,61.7,20763,1,1,synthetic_demo
40,77,42.96,48.939344293965064,64,20810,1,1,synthetic_demo
41.9,80.1,45.108,53.371754117620014,66.3,20857,1,1,synthetic_demo
43.8,83.2,47.256,58.22421161300447,68.6,20904,1,1,synthetic_demo
28.7,86.3,32.403999999999996,33.564753813069245,70.9,20951,1,1,synthetic_demo
30.6,89.4,34.552,36.718652951433725,73.2,20998,1,1,synthetic_demo
32.5,92.5,36.7,40.14670410619898,75.5,21045,1,1,synthetic_demo
34.4,95.6,38.848,43.87910403151253,77.8,21092,1,1,synthetic_demo
36.3,37.7,36.3,33.47026473100101,80.1,21139,1,1,synthetic_demo
38.2,40.8,38.264,36.337216749691216,82.4,21186,1,1,synthetic_demo
40.1,43.9,40.412,39.469599418068825,84.7,21233,1,1,synthetic_demo
42,47,42.56,42.8982908169839,87,21280,1,1,synthetic_demo
43.9,50.1,44.708,46.6569595361935,89.3,21327,1,1,synthetic_demo
28.8,53.2,29.856,28.548199701359504,91.6,21374,1,1,synthetic_demo
30.7,56.3,32.004,31.118646714847195,93.9,21421,1,1,synthetic_demo
32.6,59.4,34.152,33.905767609393706,16.2,21468,1,1,synthetic_demo
34.5,62.5,36.3,36.935089623408714,18.5,21515,1,1,synthetic_demo
36.4,65.6,38.448,40.234525924045286,20.8,21562,1,1,synthetic_demo
38.3,68.7,40.596,43.8345415532394,23.1,21609,1,1,synthetic_demo
40.2,71.8,42.744,47.768326577109974,25.4,21656,1,1,synthetic_demo
42.1,74.9,44.892,52.07197649169777,27.7,21703,1,1,synthetic_demo
44,78,47.04,56.7846799256464,30,21750,1,1,synthetic_demo
28.9,81.1,32.187999999999995,33.01972129201059,32.3,21797,1,1,synthetic_demo
30.8,84.2,34.336,36.10142234819193,34.6,21844,1,1,synthetic_demo
32.7,87.3,36.484,39.45048944540743,36.9,21891,1,1,synthetic_demo
34.6,90.4,38.632000000000005,43.096592005020085,39.2,21938,1,1,synthetic_demo
36.5,93.5,40.78,47.0720457396314,41.5,21985,1,1,synthetic_demo
38.4,35.6,38.4,35.183722761537844,43.8,22032,1,1,synthetic_demo
40.3,38.7,40.3,38.18834392009854,46.1,22079,1,1,synthetic_demo
42.2,41.8,42.344,41.47831199627808,48.4,22126,1,1,synthetic_demo
44.1,44.9,44.492000000000004,45.086527207511814,50.7,22173,1,1,synthetic_demo
29,48,29.64,27.93931022480208,53,22220,1,1,synthetic_demo
30.9,51.1,31.788,30.43122138594428,55.3,22267,1,1,synthetic_demo
32.8,54.2,33.936,33.13250138536458,57.6,22314,1,1,synthetic_demo
34.7,57.3,36.084,36.06811734632578,59.9,22361,1,1,synthetic_demo
36.6,60.4,38.232,39.26538917360492,62.2,22408,1,1,synthetic_demo
38.5,63.5,40.38,42.75415419863515,64.5,22455,1,1,synthetic_demo
40.4,66.6,42.528,46.566939012045694,66.8,22502,1,1,synthetic_demo
42.3,69.7,44.675999999999995,50.73913853786834,69.1,22549,1,1,synthetic_demo
44.2,72.8,46.824000000000005,55.30920239133896,71.4,22596,1,1,synthetic_demo
29.1,75.9,31.972,32.45733847960703,73.7,22643,1,1,synthetic_demo
31,79,34.12,35.46515116204786,76,22690,1,1,synthetic_demo
32.9,82.1,36.268,38.733407838850525,78.3,22737,1,1,synthetic_demo
34.8,85.2,38.416,42.29124212768137,80.6,22784,1,1,synthetic_demo
36.7,88.3,40.564,46.17040180225703,82.9,22831,1,1,synthetic_demo
38.6,91.4,42.712,50.40542414098768,85.2,22878,1,1,synthetic_demo
40.5,94.5,44.86,55.033818576502476,87.5,22925,1,1,synthetic_demo
42.4,36.6,42.4,40.024096257513484,89.8,22972,1,1,synthetic_demo
44.3,39.7,44.3,43.47888630931075,92.1,23019,1,1,synthetic_demo
29.2,42.8,29.424,27.312376158357992,94.4,23066,1,1,synthetic_demo
31.1,45.9,31.572000000000003,29.724003849450433,16.7,23113,0,1,synthetic_demo
33,49,33.72,32.33755561000011,19,23160,0,1,synthetic_demo
34.9,52.1,35.868,35.17742982341552,21.3,23207,1,1,synthetic_demo
36.8,55.2,38.016,38.27034415590858,23.6,23254,1,1,synthetic_demo
38.7,58.3,40.164,41.64549889655098,25.9,23301,1,1,synthetic_demo
40.6,61.4,42.312000000000005,45.334747469169685,28.2,23348,1,1,synthetic_demo
42.5,64.5,44.46,49.37277417164955,30.5,23395,1,1,synthetic_demo
44.4,67.6,46.608,53.79727918590623,32.8,23442,1,1,synthetic_demo
29.3,70.7,31.756,31.877332074698952,35.1,23489,1,1,synthetic_demo
31.2,73.8,33.903999999999996,34.80954376113113,37.4,23536,1,1,synthetic_demo
33.1,76.9,36.052,37.995139912859834,39.7,23583,1,1,synthetic_demo
35,80,38.2,41.46270981383181,42,23630,1,1,synthetic_demo
36.9,83.1,40.348,45.24342441850656,44.3,23677,1,1,synthetic_demo
38.8,86.2,42.495999999999995,49.37121040677859,46.6,23724,1,1,synthetic_demo
40.7,89.3,44.644000000000005,53.88293152293808,48.9,23771,1,1,synthetic_demo
42.6,92.4,46.792,58.81857724058641,51.2,23818,1,1,synthetic_demo
44.5,95.5,48.94,64.22145878282771,53.5,23865,1,1,synthetic_demo
29.4,37.6,29.4,26.667117905211562,55.8,23912,1,1,synthetic_demo
31.3,40.7,31.356,28.99669177267306,58.1,23959,1,1,synthetic_demo
33.2,43.8,33.504000000000005,31.520603786370163,60.4,24006,1,1,synthetic_demo
35.1,46.9,35.652,34.26267490581696,62.7,24053,1,1,synthetic_demo
37,50,37.8,37.24901152240861,65,24100,1,1,synthetic_demo
38.9,53.1,39.948,40.50816749027475,67.3,24147,1,1,synthetic_demo
40.8,56.2,42.096,44.07131331381754,69.6,24194,1,1,synthetic_demo
42.7,59.3,44.244,47.972412548812414,71.9,24241,1,1,synthetic_demo
44.6,62.4,46.392,52.24840546167798,74.2,24288,1,1,synthetic_demo
29.5,65.5,31.54,31.279425631007566,76.5,24335,1,1,synthetic_demo
31.4,68.6,33.687999999999995,34.13430116733544,78.8,24382,1,1,synthetic_demo
33.3,71.7,35.836,37.23536273787158,81.1,24429,1,1,synthetic_demo
35.2,74.8,37.984,40.6106467035972,83.4,24476,1,1,synthetic_demo
37.1,77.9,40.132000000000005,44.290738259379076,85.7,24523,1,1,synthetic_demo
39,81,42.28,48.308944190933445,88,24570,1,1,synthetic_demo
40.9,84.1,44.428,52.701472899386616,90.3,24617,1,1,synthetic_demo
42.8,87.2,46.576,57.50762173662963,92.6,24664,1,1,synthetic_demo
44.7,90.3,48.724000000000004,62.76997168210603,94.9,24711,1,1,synthetic_demo
29.6,93.4,33.872,35.94409259856367,17.2,24758,1,1,synthetic_demo
31.5,35.5,31.5,28.248979430056032,19.5,24805,1,1,synthetic_demo
33.4,38.6,33.4,30.6813158130652,21.8,24852,1,1,synthetic_demo
35.3,41.7,35.436,33.323496619895316,24.1,24899,1,1,synthetic_demo
37.2,44.8,37.584,36.201007870711265,26.4,24946,1,1,synthetic_demo
39.1,47.9,39.732,39.34174753130882,28.7,24993,1,1,synthetic_demo
41,51,41.88,42.77619337265446,31,25040,1,1,synthetic_demo
42.9,54.1,44.028,46.53757803055959,33.3,25087,1,1,synthetic_demo
44.8,57.2,46.175999999999995,50.66207131144827,35.6,25134,1,1,synthetic_demo
29.7,60.3,31.323999999999998,30.66333953064826,37.9,25181,1,1,synthetic_demo
31.6,63.4,33.472,33.43912102869148,40.2,25228,1,1,synthetic_demo
33.5,66.5,35.62,36.453749799643646,42.5,25275,1,1,synthetic_demo
35.4,69.6,37.768,39.73470063294068,44.8,25322,1,1,synthetic_demo
37.3,72.7,39.916,43.311963963457,47.1,25369,1,1,synthetic_demo
39.2,75.8,42.064,47.218217326343506,49.4,25416,1,1,synthetic_demo
41.1,78.9,44.212,51.4890040634244,51.7,25463,1,1,synthetic_demo
43,82,46.36,56.16291932564117,54,25510,1,1,synthetic_demo
44.9,85.1,48.507999999999996,61.28180340350941,56.3,25557,1,1,synthetic_demo
29.8,88.2,33.656,35.37628723391832,58.6,25604,1,1,synthetic_demo
31.7,91.3,35.804,38.687360256041785,60.9,25651,1,1,synthetic_demo
33.6,94.4,37.952,42.289945837430736,63.2,25698,1,1,synthetic_demo
35.5,36.5,35.5,32.359535137065876,65.5,25745,1,1,synthetic_demo
37.4,39.6,37.4,35.12594571321538,67.8,25792,1,1,synthetic_demo
39.3,42.7,39.516,38.14582224681253,70.1,25839,1,1,synthetic_demo
41.2,45.8,41.664,41.4489398999118,72.4,25886,1,1,synthetic_demo
43.1,48.9,43.812000000000005,45.0677901485479,74.7,25933,1,1,synthetic_demo
28,52,28.96,27.54066569186072,77,25980,1,1,synthetic_demo
29.9,55.1,31.107999999999997,30.028790957498703,79.3,26027,1,1,synthetic_demo
31.8,58.2,33.256,32.72369759159272,81.6,26074,1,1,synthetic_demo
33.7,61.3,35.404,35.649970970323466,83.9,26121,1,1,synthetic_demo
35.6,64.4,37.552,38.834515603558856,86.2,26168,1,1,synthetic_demo
37.5,67.5,39.7,42.30671810561802,88.5,26215,1,1,synthetic_demo
39.4,70.6,41.848,46.09861734388606,90.8,26262,1,1,synthetic_demo
41.3,73.7,43.995999999999995,50.24508182335562,93.1,26309,1,1,synthetic_demo
43.2,76.8,46.144000000000005,54.783994352883525,15.4,26356,1,1,synthetic_demo
28.1,79.9,31.292,31.811230987348907,17.7,26403,0,1,synthetic_demo
30,83,33.44,34.790453915166026,20,26450,1,1,synthetic_demo
31.9,86.1,35.588,38.02548238869055,22.3,26497,1,1,synthetic_demo
33.8,89.2,37.736,41.544937557375206,24.6,26544,1,1,synthetic_demo
35.7,92.3,39.884,45.38001560453621,26.9,26591,1,1,synthetic_demo
